geo,date,Y,Y_counterfactual,scenario,true_effect_pct,treated_unit,treatment_period
City 1,90,2290.6646121858653,2290.6646121858653,A1,0.075,0,0
City 1,91,1586.159143834394,1586.159143834394,A1,0.075,0,1
City 1,92,1818.1011938743532,1818.1011938743532,A1,0.075,0,1
City 1,93,1769.184874411341,1769.184874411341,A1,0.075,0,1
City 1,94,2066.539052106351,2066.539052106351,A1,0.075,0,1
City 1,95,1869.5037450248767,1869.5037450248767,A1,0.075,0,1
City 1,96,1791.7623917291598,1791.7623917291598,A1,0.075,0,1
City 1,97,1741.2501830783722,1741.2501830783722,A1,0.075,0,1
City 1,98,1823.6021265140005,1823.6021265140005,A1,0.075,0,1
City 1,99,1767.6390721387133,1767.6390721387133,A1,0.075,0,1
City 1,100,1903.2954248042797,1903.2954248042797,A1,0.075,0,1
City 1,101,1607.8799313056847,1607.8799313056847,A1,0.075,0,1
City 1,102,1267.573685547632,1267.573685547632,A1,0.075,0,1
City 1,103,1439.0500356782502,1439.0500356782502,A1,0.075,0,1
City 1,104,1670.1514525280224,1670.1514525280224,A1,0.075,0,1
City 1,105,1499.9074336549163,1499.9074336549163,A1,0.075,0,1
City 2,1,1495.92032725981,1495.92032725981,A1,0.075,0,0
City 2,2,1794.6137601656621,1794.6137601656621,A1,0.075,0,0
City 2,3,1993.7501661548847,1993.7501661548847,A1,0.075,0,0
City 2,4,2364.857307493439,2364.857307493439,A1,0.075,0,0
City 2,5,3180.5206203078114,3180.5206203078114,A1,0.075,0,0
City 2,6,2396.505526390255,2396.505526390255,A1,0.075,0,0
City 2,7,2520.143155679879,2520.143155679879,A1,0.075,0,0
City 2,8,1508.5300685851064,1508.5300685851064,A1,0.075,0,0
City 2,9,1840.4353112040117,1840.4353112040117,A1,0.075,0,0
City 2,10,2082.067552638915,2082.067552638915,A1,0.075,0,0
City 2,11,1652.3329774243994,1652.3329774243994,A1,0.075,0,0
City 2,12,1812.5151222527038,1812.5151222527038,A1,0.075,0,0
City 2,13,2169.627045380752,2169.627045380752,A1,0.075,0,0
City 2,14,1686.9022532030046,1686.9022532030046,A1,0.075,0,0
City 2,15,1687.5590985815563,1687.5590985815563,A1,0.075,0,0
City 2,16,2115.616653651333,2115.616653651333,A1,0.075,0,0
City 2,17,1839.0169358060414,1839.0169358060414,A1,0.075,0,0
City 2,18,1995.5194318555666,1995.5194318555666,A1,0.075,0,0
City 2,19,2638.349388799099,2638.349388799099,A1,0.075,0,0
City 2,20,2854.139427227122,2854.139427227122,A1,0.075,0,0
City 2,21,3304.092119120044,3304.092119120044,A1,0.075,0,0
City 2,22,1961.967134060119,1961.967134060119,A1,0.075,0,0
City 2,23,1980.501758286325,1980.501758286325,A1,0.075,0,0
City 2,24,1990.0102752269174,1990.0102752269174,A1,0.075,0,0
City 2,25,2065.2363222233284,2065.2363222233284,A1,0.075,0,0
City 2,26,2347.8465496063945,2347.8465496063945,A1,0.075,0,0
City 2,27,2241.0826714889604,2241.0826714889604,A1,0.075,0,0
City 2,28,1868.3970343593023,1868.3970343593023,A1,0.075,0,0
City 2,29,1582.431659898524,1582.431659898524,A1,0.075,0,0
City 2,30,1384.827610213686,1384.827610213686,A1,0.075,0,0
City 2,31,1746.3931269170446,1746.3931269170446,A1,0.075,0,0
City 2,32,2191.4516617555278,2191.4516617555278,A1,0.075,0,0
City 2,33,2952.05140404079,2952.05140404079,A1,0.075,0,0
City 2,34,2636.2328243598467,2636.2328243598467,A1,0.075,0,0
City 2,35,2706.8208736647725,2706.8208736647725,A1,0.075,0,0
City 2,36,1960.0577246698192,1960.0577246698192,A1,0.075,0,0
City 2,37,1863.3200083940314,1863.3200083940314,A1,0.075,0,0
City 2,38,2340.271532041914,2340.271532041914,A1,0.075,0,0
City 2,39,1931.6330158166356,1931.6330158166356,A1,0.075,0,0
City 2,40,2174.6718729800086,2174.6718729800086,A1,0.075,0,0
City 2,41,1867.8387300814782,1867.8387300814782,A1,0.075,0,0
City 2,42,1898.0928384662288,1898.0928384662288,A1,0.075,0,0
City 2,43,1921.159392462716,1921.159392462716,A1,0.075,0,0
City 2,44,1907.8614163841064,1907.8614163841064,A1,0.075,0,0
City 2,45,1963.372719705248,1963.372719705248,A1,0.075,0,0
City 2,46,3044.12170905948,3044.12170905948,A1,0.075,0,0
City 2,47,1983.5138173055611,1983.5138173055611,A1,0.075,0,0
City 2,48,2592.974195173592,2592.974195173592,A1,0.075,0,0
City 2,49,2819.116925666217,2819.116925666217,A1,0.075,0,0
City 2,50,1818.19816396933,1818.19816396933,A1,0.075,0,0
City 2,51,2458.0772965904566,2458.0772965904566,A1,0.075,0,0
City 2,52,1754.7299818993724,1754.7299818993724,A1,0.075,0,0
City 2,53,1714.3611786385004,1714.3611786385004,A1,0.075,0,0
City 2,54,2066.888630121163,2066.888630121163,A1,0.075,0,0
City 2,55,2474.333101540398,2474.333101540398,A1,0.075,0,0
City 2,56,2945.8576597661427,2945.8576597661427,A1,0.075,0,0
City 2,57,2117.1243028657896,2117.1243028657896,A1,0.075,0,0
City 2,58,1977.2835890863523,1977.2835890863523,A1,0.075,0,0
City 2,59,1934.7440055798193,1934.7440055798193,A1,0.075,0,0
City 2,60,2386.78521102888,2386.78521102888,A1,0.075,0,0
City 2,61,2132.126580830977,2132.126580830977,A1,0.075,0,0
City 2,62,2479.542460858631,2479.542460858631,A1,0.075,0,0
City 2,63,1976.3196917900416,1976.3196917900416,A1,0.075,0,0
City 2,64,1874.2266890536823,1874.2266890536823,A1,0.075,0,0
City 2,65,2311.3398555150657,2311.3398555150657,A1,0.075,0,0
City 2,66,2447.851479011869,2447.851479011869,A1,0.075,0,0
City 2,67,2836.4997132661038,2836.4997132661038,A1,0.075,0,0
City 2,68,2827.4604814155205,2827.4604814155205,A1,0.075,0,0
City 2,69,3455.337972727859,3455.337972727859,A1,0.075,0,0
City 2,70,2962.420031356792,2962.420031356792,A1,0.075,0,0
City 2,71,2086.5999634575674,2086.5999634575674,A1,0.075,0,0
City 2,72,1670.1556440593768,1670.1556440593768,A1,0.075,0,0
City 2,73,3023.660655575706,3023.660655575706,A1,0.075,0,0
City 2,74,2616.619730562646,2616.619730562646,A1,0.075,0,0
City 2,75,3031.983892732608,3031.983892732608,A1,0.075,0,0
City 2,76,2878.047449486427,2878.047449486427,A1,0.075,0,0
City 2,77,2641.85546863454,2641.85546863454,A1,0.075,0,0
City 2,78,1853.3548543250454,1853.3548543250454,A1,0.075,0,0
City 2,79,2210.678535263307,2210.678535263307,A1,0.075,0,0
City 2,80,2259.1652919386497,2259.1652919386497,A1,0.075,0,0
City 2,81,1986.8344797321859,1986.8344797321859,A1,0.075,0,0
City 2,82,2555.942286421241,2555.942286421241,A1,0.075,0,0
City 2,83,3260.9716663940076,3260.9716663940076,A1,0.075,0,0
City 2,84,2093.1967329531026,2093.1967329531026,A1,0.075,0,0
City 2,85,2077.0308881022856,2077.0308881022856,A1,0.075,0,0
City 2,86,2798.974811534005,2798.974811534005,A1,0.075,0,0
City 2,87,2153.758845825815,2153.758845825815,A1,0.075,0,0
City 2,88,2463.926445897153,2463.926445897153,A1,0.075,0,0
City 2,89,2957.4168771533677,2957.4168771533677,A1,0.075,0,0
City 2,90,3258.085838782663,3258.085838782663,A1,0.075,0,0
City 2,91,2315.4285291009446,2315.4285291009446,A1,0.075,0,1
City 2,92,2363.4350011442916,2363.4350011442916,A1,0.075,0,1
City 2,93,2880.992717711033,2880.992717711033,A1,0.075,0,1
City 2,94,2628.278443574694,2628.278443574694,A1,0.075,0,1
City 2,95,2315.1958952024056,2315.1958952024056,A1,0.075,0,1
City 2,96,2058.570057967406,2058.570057967406,A1,0.075,0,1
City 2,97,2284.4515281827794,2284.4515281827794,A1,0.075,0,1
City 2,98,2265.579449395152,2265.579449395152,A1,0.075,0,1
City 2,99,2058.708759339962,2058.708759339962,A1,0.075,0,1
City 2,100,2649.0137115841094,2649.0137115841094,A1,0.075,0,1
City 2,101,1948.7942427566138,1948.7942427566138,A1,0.075,0,1
City 2,102,2433.6638833282223,2433.6638833282223,A1,0.075,0,1
City 2,103,2934.0399744379374,2934.0399744379374,A1,0.075,0,1
City 2,104,3296.7641434348025,3296.7641434348025,A1,0.075,0,1
City 2,105,2990.7086399030804,2990.7086399030804,A1,0.075,0,1
City 3,1,2141.78318960659,2141.78318960659,A1,0.075,0,0
City 3,2,1935.3507993808053,1935.3507993808053,A1,0.075,0,0
City 3,3,2425.4027209253723,2425.4027209253723,A1,0.075,0,0
City 3,4,2673.0480129406574,2673.0480129406574,A1,0.075,0,0
City 3,5,2338.8214223919554,2338.8214223919554,A1,0.075,0,0
City 3,6,2333.0844791393656,2333.0844791393656,A1,0.075,0,0
City 3,7,2075.1180306561405,2075.1180306561405,A1,0.075,0,0
City 3,8,1837.201005216692,1837.201005216692,A1,0.075,0,0
City 3,9,1876.5887765927969,1876.5887765927969,A1,0.075,0,0
City 3,10,2202.8702635849386,2202.8702635849386,A1,0.075,0,0
City 3,11,3064.9857546160333,3064.9857546160333,A1,0.075,0,0
City 3,12,2051.3457063128326,2051.3457063128326,A1,0.075,0,0
City 3,13,2175.7716654783108,2175.7716654783108,A1,0.075,0,0
City 3,14,2554.4835259377382,2554.4835259377382,A1,0.075,0,0
City 3,15,1785.5280863452765,1785.5280863452765,A1,0.075,0,0
City 3,16,1894.4624160114702,1894.4624160114702,A1,0.075,0,0
City 3,17,2527.691767318383,2527.691767318383,A1,0.075,0,0
City 3,18,2032.2457487114327,2032.2457487114327,A1,0.075,0,0
City 3,19,2236.482477552189,2236.482477552189,A1,0.075,0,0
City 3,20,2609.888699170521,2609.888699170521,A1,0.075,0,0
City 3,21,1986.9519802451646,1986.9519802451646,A1,0.075,0,0
City 3,22,1962.1699838737068,1962.1699838737068,A1,0.075,0,0
City 3,23,1964.5355151684817,1964.5355151684817,A1,0.075,0,0
City 3,24,2409.229181475661,2409.229181475661,A1,0.075,0,0
City 3,25,2854.8320692720195,2854.8320692720195,A1,0.075,0,0
City 3,26,2213.2569434327493,2213.2569434327493,A1,0.075,0,0
City 3,27,2098.9626682569437,2098.9626682569437,A1,0.075,0,0
City 3,28,2236.386294157309,2236.386294157309,A1,0.075,0,0
City 3,29,1997.1329183422874,1997.1329183422874,A1,0.075,0,0
City 3,30,2504.4159380423716,2504.4159380423716,A1,0.075,0,0
City 3,31,2035.5369762216194,2035.5369762216194,A1,0.075,0,0
City 3,32,2012.8947144408144,2012.8947144408144,A1,0.075,0,0
City 3,33,1816.3127621298268,1816.3127621298268,A1,0.075,0,0
City 3,34,2375.446691653711,2375.446691653711,A1,0.075,0,0
City 3,35,2069.220319950655,2069.220319950655,A1,0.075,0,0
City 3,36,1658.964360486964,1658.964360486964,A1,0.075,0,0
City 3,37,1973.0566414381321,1973.0566414381321,A1,0.075,0,0
City 3,38,2051.9581457258096,2051.9581457258096,A1,0.075,0,0
City 3,39,2900.8114750802274,2900.8114750802274,A1,0.075,0,0
City 3,40,2201.1125666993403,2201.1125666993403,A1,0.075,0,0
City 3,41,2529.0177474816464,2529.0177474816464,A1,0.075,0,0
City 3,42,2928.3164814301235,2928.3164814301235,A1,0.075,0,0
City 3,43,1674.8796155587147,1674.8796155587147,A1,0.075,0,0
City 3,44,1807.7070778142393,1807.7070778142393,A1,0.075,0,0
City 3,45,2395.0327219684377,2395.0327219684377,A1,0.075,0,0
City 3,46,2775.491030544109,2775.491030544109,A1,0.075,0,0
City 3,47,2681.5058687555147,2681.5058687555147,A1,0.075,0,0
City 3,48,2562.661434731266,2562.661434731266,A1,0.075,0,0
City 3,49,2135.637605820981,2135.637605820981,A1,0.075,0,0
City 3,50,1737.105673066074,1737.105673066074,A1,0.075,0,0
City 3,51,1943.688673272385,1943.688673272385,A1,0.075,0,0
City 3,52,2363.875972764798,2363.875972764798,A1,0.075,0,0
City 3,53,2473.7084613687457,2473.7084613687457,A1,0.075,0,0
City 3,54,2637.2822395806725,2637.2822395806725,A1,0.075,0,0
City 3,55,2724.6223148666495,2724.6223148666495,A1,0.075,0,0
City 3,56,1716.4727072772416,1716.4727072772416,A1,0.075,0,0
City 3,57,2205.664192527493,2205.664192527493,A1,0.075,0,0
City 3,58,2320.70109247595,2320.70109247595,A1,0.075,0,0
City 3,59,2191.4730804532314,2191.4730804532314,A1,0.075,0,0
City 3,60,2483.835441449461,2483.835441449461,A1,0.075,0,0
City 3,61,2486.9644051290893,2486.9644051290893,A1,0.075,0,0
City 3,62,2405.352394465577,2405.352394465577,A1,0.075,0,0
City 3,63,2398.8559608273977,2398.8559608273977,A1,0.075,0,0
City 3,64,1897.9824307398057,1897.9824307398057,A1,0.075,0,0
City 3,65,2429.0857144795445,2429.0857144795445,A1,0.075,0,0
City 3,66,1959.973566893512,1959.973566893512,A1,0.075,0,0
City 3,67,1949.0410092887548,1949.0410092887548,A1,0.075,0,0
City 3,68,2869.960672661743,2869.960672661743,A1,0.075,0,0
City 3,69,2267.664963544671,2267.664963544671,A1,0.075,0,0
City 3,70,2492.6230247416242,2492.6230247416242,A1,0.075,0,0
City 3,71,2306.91590741737,2306.91590741737,A1,0.075,0,0
City 3,72,2391.9592883182795,2391.9592883182795,A1,0.075,0,0
City 3,73,2616.27849668441,2616.27849668441,A1,0.075,0,0
City 3,74,2579.0985907339805,2579.0985907339805,A1,0.075,0,0
City 3,75,2446.273128314008,2446.273128314008,A1,0.075,0,0
City 3,76,2998.532437092893,2998.532437092893,A1,0.075,0,0
City 3,77,3280.9247513911173,3280.9247513911173,A1,0.075,0,0
City 3,78,2800.525080752043,2800.525080752043,A1,0.075,0,0
City 3,79,2543.662064944674,2543.662064944674,A1,0.075,0,0
City 3,80,2329.879484879325,2329.879484879325,A1,0.075,0,0
City 3,81,2563.3747039405007,2563.3747039405007,A1,0.075,0,0
City 3,82,2938.061518619476,2938.061518619476,A1,0.075,0,0
City 3,83,2422.251135611276,2422.251135611276,A1,0.075,0,0
City 3,84,2605.23334984245,2605.23334984245,A1,0.075,0,0
City 3,85,2758.6534624723627,2758.6534624723627,A1,0.075,0,0
City 3,86,1920.5183581518347,1920.5183581518347,A1,0.075,0,0
City 3,87,2246.1340623274896,2246.1340623274896,A1,0.075,0,0
City 3,88,2504.2368043994115,2504.2368043994115,A1,0.075,0,0
City 3,89,2333.2122895666894,2333.2122895666894,A1,0.075,0,0
City 3,90,2933.149036310029,2933.149036310029,A1,0.075,0,0
City 3,91,2892.585923671477,2892.585923671477,A1,0.075,0,1
City 3,92,2372.5759775428924,2372.5759775428924,A1,0.075,0,1
City 3,93,2080.5948070751692,2080.5948070751692,A1,0.075,0,1
City 3,94,1813.2177104137618,1813.2177104137618,A1,0.075,0,1
City 3,95,2760.114925660583,2760.114925660583,A1,0.075,0,1
City 3,96,3443.596021395494,3443.596021395494,A1,0.075,0,1
City 3,97,2699.8264324703787,2699.8264324703787,A1,0.075,0,1
City 3,98,2576.790611730066,2576.790611730066,A1,0.075,0,1
City 3,99,2044.3599521115746,2044.3599521115746,A1,0.075,0,1
City 3,100,2603.4184937622313,2603.4184937622313,A1,0.075,0,1
City 3,101,2231.3630307001335,2231.3630307001335,A1,0.075,0,1
City 3,102,3287.937559077624,3287.937559077624,A1,0.075,0,1
City 3,103,3012.006505467865,3012.006505467865,A1,0.075,0,1
City 3,104,2497.756302509735,2497.756302509735,A1,0.075,0,1
City 3,105,2710.8906766764376,2710.8906766764376,A1,0.075,0,1
City 4,1,2119.029349129977,2119.029349129977,A1,0.075,0,0
City 4,2,2860.137440844033,2860.137440844033,A1,0.075,0,0
City 4,3,2323.097633273583,2323.097633273583,A1,0.075,0,0
City 4,4,2350.733439639824,2350.733439639824,A1,0.075,0,0
City 4,5,2807.42693794155,2807.42693794155,A1,0.075,0,0
City 4,6,2859.2018564663954,2859.2018564663954,A1,0.075,0,0
City 4,7,2892.2536169515965,2892.2536169515965,A1,0.075,0,0
City 4,8,2390.104696612145,2390.104696612145,A1,0.075,0,0
City 4,9,2282.260513760428,2282.260513760428,A1,0.075,0,0
City 4,10,2854.8047702024337,2854.8047702024337,A1,0.075,0,0
City 4,11,2689.8517038872133,2689.8517038872133,A1,0.075,0,0
City 4,12,2435.9589348423965,2435.9589348423965,A1,0.075,0,0
City 4,13,2372.1491624617906,2372.1491624617906,A1,0.075,0,0
City 4,14,2769.452664843563,2769.452664843563,A1,0.075,0,0
City 4,15,2193.669389197147,2193.669389197147,A1,0.075,0,0
City 4,16,1850.9862105534548,1850.9862105534548,A1,0.075,0,0
City 4,17,2411.6327269726316,2411.6327269726316,A1,0.075,0,0
City 4,18,2111.1922702485836,2111.1922702485836,A1,0.075,0,0
City 4,19,2338.499656009997,2338.499656009997,A1,0.075,0,0
City 4,20,3288.453121789328,3288.453121789328,A1,0.075,0,0
City 4,21,2141.7087830360174,2141.7087830360174,A1,0.075,0,0
City 4,22,1638.1470987260298,1638.1470987260298,A1,0.075,0,0
City 4,23,2206.1636050724,2206.1636050724,A1,0.075,0,0
City 4,24,2311.860086465349,2311.860086465349,A1,0.075,0,0
City 4,25,1795.5865761020743,1795.5865761020743,A1,0.075,0,0
City 4,26,2292.200204181609,2292.200204181609,A1,0.075,0,0
City 4,27,3597.049343343069,3597.049343343069,A1,0.075,0,0
City 4,28,2192.711924112797,2192.711924112797,A1,0.075,0,0
City 4,29,1978.3326158907446,1978.3326158907446,A1,0.075,0,0
City 4,30,1918.197980854792,1918.197980854792,A1,0.075,0,0
City 4,31,2223.914283845599,2223.914283845599,A1,0.075,0,0
City 4,32,2066.8935727168496,2066.8935727168496,A1,0.075,0,0
City 4,33,1892.7103300074411,1892.7103300074411,A1,0.075,0,0
City 4,34,2479.8776085847057,2479.8776085847057,A1,0.075,0,0
City 4,35,2001.877796619268,2001.877796619268,A1,0.075,0,0
City 4,36,2545.5538524439708,2545.5538524439708,A1,0.075,0,0
City 4,37,3140.2767395810274,3140.2767395810274,A1,0.075,0,0
City 4,38,3510.250334736166,3510.250334736166,A1,0.075,0,0
City 4,39,2556.338859759405,2556.338859759405,A1,0.075,0,0
City 4,40,2599.3641655005663,2599.3641655005663,A1,0.075,0,0
City 4,41,2515.5780359386945,2515.5780359386945,A1,0.075,0,0
City 4,42,2981.9015930256182,2981.9015930256182,A1,0.075,0,0
City 4,43,2018.3981651150386,2018.3981651150386,A1,0.075,0,0
City 4,44,2360.1469856144545,2360.1469856144545,A1,0.075,0,0
City 4,45,1817.2912315344954,1817.2912315344954,A1,0.075,0,0
City 4,46,2883.8494066762464,2883.8494066762464,A1,0.075,0,0
City 4,47,2751.1006750606407,2751.1006750606407,A1,0.075,0,0
City 4,48,2750.522826977821,2750.522826977821,A1,0.075,0,0
City 4,49,3080.6414569136814,3080.6414569136814,A1,0.075,0,0
City 4,50,1855.8271948950778,1855.8271948950778,A1,0.075,0,0
City 4,51,2490.7641155603337,2490.7641155603337,A1,0.075,0,0
City 4,52,2747.269865951326,2747.269865951326,A1,0.075,0,0
City 4,53,2821.074623000839,2821.074623000839,A1,0.075,0,0
City 4,54,3053.7579085451434,3053.7579085451434,A1,0.075,0,0
City 4,55,3520.7470923906876,3520.7470923906876,A1,0.075,0,0
City 4,56,2679.2085791556533,2679.2085791556533,A1,0.075,0,0
City 4,57,2163.8439034462363,2163.8439034462363,A1,0.075,0,0
City 4,58,2322.875606882095,2322.875606882095,A1,0.075,0,0
City 4,59,3072.868838007707,3072.868838007707,A1,0.075,0,0
City 4,60,2140.5989275598504,2140.5989275598504,A1,0.075,0,0
City 4,61,2468.655759263613,2468.655759263613,A1,0.075,0,0
City 4,62,2606.4643341730894,2606.4643341730894,A1,0.075,0,0
City 4,63,2249.2395119558255,2249.2395119558255,A1,0.075,0,0
City 4,64,1679.3925536403426,1679.3925536403426,A1,0.075,0,0
City 4,65,2939.628958321631,2939.628958321631,A1,0.075,0,0
City 4,66,2384.783408734311,2384.783408734311,A1,0.075,0,0
City 4,67,2018.2957897653546,2018.2957897653546,A1,0.075,0,0
City 4,68,2376.414893523572,2376.414893523572,A1,0.075,0,0
City 4,69,2349.1262096864434,2349.1262096864434,A1,0.075,0,0
City 4,70,3459.55570681667,3459.55570681667,A1,0.075,0,0
City 4,71,2653.444917425846,2653.444917425846,A1,0.075,0,0
City 4,72,2871.8371439948164,2871.8371439948164,A1,0.075,0,0
City 4,73,2370.9605084071823,2370.9605084071823,A1,0.075,0,0
City 4,74,2981.314381968011,2981.314381968011,A1,0.075,0,0
City 4,75,2758.277538321437,2758.277538321437,A1,0.075,0,0
City 4,76,2566.012668183436,2566.012668183436,A1,0.075,0,0
City 4,77,2851.083426945826,2851.083426945826,A1,0.075,0,0
City 4,78,2123.099714596899,2123.099714596899,A1,0.075,0,0
City 4,79,2467.717040893835,2467.717040893835,A1,0.075,0,0
City 4,80,2992.243720170904,2992.243720170904,A1,0.075,0,0
City 4,81,2609.8770107153955,2609.8770107153955,A1,0.075,0,0
City 4,82,2552.5733544972836,2552.5733544972836,A1,0.075,0,0
City 4,83,2716.516683781963,2716.516683781963,A1,0.075,0,0
City 4,84,2287.698257044944,2287.698257044944,A1,0.075,0,0
City 4,85,2888.547559461344,2888.547559461344,A1,0.075,0,0
City 4,86,2684.0997062620163,2684.0997062620163,A1,0.075,0,0
City 4,87,3328.853642412291,3328.853642412291,A1,0.075,0,0
City 4,88,3535.8195610200037,3535.8195610200037,A1,0.075,0,0
City 4,89,2998.305636542839,2998.305636542839,A1,0.075,0,0
City 4,90,3950.4399929470987,3950.4399929470987,A1,0.075,0,0
City 4,91,2561.1499954979154,2561.1499954979154,A1,0.075,0,1
